tax_name	tax_rank	taxa_full_id
Anaerococcus sp. S8 F2	species	1330236
Anaerococcus sp. S9 PR-16	species	1344329
Anaerococcus sp. S9 PR-5	species	1344330
Anaerococcus tetradius	species	33036
Anaerococcus vaginalis	species	33037
Anaerofilum agile	species	52786
Anaerofilum pentosovorans	species	52787
Anaerofustis stercorihominis	species	214853
Anaeroglobus geminatus	species	156456
Anaeroglobus sp. S4-A15	species	1219584
Anaeromyxobacter dehalogenans	species	161493
Anaeromyxobacter sp. Fw109-5	species	404589
Anaeromyxobacter sp. K	species	447217
Anaerophaga sp. TC371	species	481156
Anaeroplasma abactoclasticum	species	2087
Anaeroplasma bactoclasticum	species	2088
Anaeroplasma varium	species	2089
Anaerosalibacter bizertensis	species	932217
Anaerosalibacter massiliensis	species	1347392
Anaerosinus glycerini	species	82375
Anaerospora hongkongensis	species	244830
Anaerosporobacter mobilis	species	264463
Anaerostipes butyraticus	species	645466
Anaerostipes caccae	species	105841
Anaerostipes hadrus	species	649756
Anaerostipes rhamnosivorans	species	1229621
Anaerostipes sp. 3_2_56FAA	species	665937
Anaerostipes sp. 494a	species	1261636
Anaerostipes sp. 5_1_63FAA	species	999930
Anaerostipes sp. 992a	species	1261637
Anaerostipes sp. AIP 183.04	species	304731
Anaerostipes sp. IE4	species	320876
Anaerotruncus colihominis	species	169435
Anaerotruncus sp. G3(2012)	species	1235835
Anaerotruncus sp. NML 070203	species	545498
Anaerovibrio lipolyticus	species	82374
Anaerovibrio sp. 656	species	1093223
Anaerovibrio sp. 765	species	1093225
Anaerovorax odorimutans	species	109327
Ancalomicrobium adetum	species	213680
Ancylobacter abiegnus	species	702384
Ancylobacter dichloromethanicus	species	518825
Ancylobacter sp. X1	species	1050358
Anderseniella sp. BB54	species	888421
Andreprevotia lacus	species	1121000
Aneurinibacillus migulanus	species	47500
Aneurinibacillus soli	species	1500254
Aneurinibacillus sp. AT8	species	626478
Aneurinibacillus sp. Z3	species	569401
Aneurinibacillus thermoaerophilus	species	143495
Angustibacter aerolatus	species	1162965
Angustibacter luteus	species	658456
Angustibacter peucedani	species	598653
Annwoodia aquaesulis	species	47959
Anoxybacillus ayderensis	species	265546
Anoxybacillus flavithermus	species	33934
Anoxybacillus gonensis	species	198467
Anoxybacillus rupiensis	species	311460
Anoxybacillus salavatliensis	species	771855
Anoxybacillus sp. 4-12	species	867194
Anoxybacillus sp. D202a	species	575127
Anoxybacillus sp. D433a	species	575138
Anoxybacillus sp. HT14	species	379553
Anoxybacillus sp. PLV	species	882353
Anoxybacillus sp. TSB-1	species	413094
Anoxybacillus sp. V2W70BlkI	species	683747
Anoxybacillus voinovskiensis	species	230470
Aquabacter spiritensis	species	933073
Aquabacterium commune	species	70586
Aquabacterium parvum	species	70584
Aquabacterium sp. Aqua1b	species	92814
Aquabacterium sp. Aqua2	species	92816
Aquabacterium sp. Aqua3	species	92817
Aquabacterium sp. MZQ-LS01	species	670028
Aquabacterium sp. P-136	species	413536
Aquamicrobium aestuarii	species	698647
Aquamicrobium lusatiense	species	89772
Aquamicrobium sp. I-A	species	1343874
Aquaspirillum serpens	species	190
Aquaspirillum sp. canine oral taxon 091	species	1151479
Aquicella lusitana	species	254246
Aquicella siphonis	species	254247
Aquicella sp. LY80	species	1387382
Aquimarina gracilis	species	874422
Aquimarina intermedia	species	350814
Aquimarina litoralis	species	584605
Aquimarina macrocephali	species	666563
Aquimarina mytili	species	874423
Aquimarina seongsanensis	species	1417659
Aquimarina sp. antisso-38	species	642249
Aquimarina sp. EF1C-B1014	species	1324641
Aquimarina sp. F75198	species	1071844
Aquimarina sp. KMM 6374	species	996799
Aquimonas sp. D11-34A	species	404870
Aquincola tertiaricarbonis	species	391953
Aquipuribacter hungaricus	species	545624
Aquitalea magnusonii	species	332411
Aquitalea sp. 5YN03-12	species	694023
Aquitalea sp. AOLR28	species	681617
Aquitalea sp. IARI-V-6	species	1131154
Arcanobacterium canis	species	999183
Arcanobacterium haemolyticum	species	28264
Arcanobacterium hippocoleae	species	149017
Arcanobacterium phocae	species	131112
Arcanobacterium phocisimile	species	1302235
Arcanobacterium sp. CCUG 41704	species	99919
Arcanobacterium sp. CCUG 41705	species	99920
Arcanobacterium sp. NML 06501	species	411924
Archaeorhizomyces borealis	species	1472423
Archangium disciforme	species	38
Archangium gephyra	species	48
Archangium minus	species	83450
Archangium violaceum	species	83451
Arcicella aurantiaca	species	591202
Arcicella rigui	species	797020
Arcicella rosea	species	502909
Arcicella sp. HME6828	species	884081
Arcobacter anaerophilus	species	877500
Arcobacter aquimarinus	species	1315211
Arcobacter bivalviorum	species	663364
Arcobacter butzleri	species	28197
Arcobacter cibarius	species	255507
Arcobacter cryaerophilus	species	28198
Arcobacter haliotis	species	710192
Arcobacter molluscorum	species	1032072
Arcobacter nitrofigilis	species	28199
Arcobacter skirrowii	species	28200
Arcobacter sp. 0609ALT48R8-KH	species	1325921
Arcobacter sp. A3b2	species	114105
Arcobacter sp. AF1078	species	1355371
Arcobacter sp. BSs20195	species	385486
Arcobacter sp. canine oral taxon 276	species	1151537
Arcobacter sp. CpA_b6	species	650359
Arcobacter sp. FE2	species	904486
Arcobacter sp. JNU-H033	species	1269954
Arcobacter sp. KTSW-4	species	714529
Arcobacter sp. ONE-2	species	1420686
Arcobacter sp. sw026	species	1080222
Arcobacter sp. UDC415	species	762480
Arenibacter algicola	species	616991
Arenibacter latericius	species	86104
Arenibacter sp. AK53	species	1406873
Arenibacter sp. SRO_240	species	1250127
Arenibacter sp. SS9.26	species	1276958
Arenibacter sp. TBL_84	species	1250158
Arenibacter sp. UDC470	species	762481
Arenicella chitinivorans	species	1329800
Arenicella sp. Z3	species	1195758
Arenicella xantha	species	644221
Arenimonas aquatica	species	706174
Arenimonas daechungensis	species	1052258
Arenimonas daejeonensis	species	370777
Arenimonas donghaensis	species	375061
Arenimonas malthae	species	354197
Arenimonas maotaiensis	species	1446479
Arenimonas metalli	species	948077
Arenimonas oryziterrae	species	498055
Arenimonas sp. MOLA 64	species	523614
Arenimonas subflava	species	1122256
Arenitalea lutea	species	1178825
Armatimonas rosea	species	685828
Arsenicicoccus piscis	species	673954
Arsenicicoccus sp. TMS1-21-2	species	1258841
Arsenophonus endosymbiont of Australiococcus greville	species	235568
Arsenophonus nasoniae	species	638
Arthrobacter davidanieli	species	83776
Arthrobacter flavus	species	95172
Arthrobacter koreensis	species	199136
Arthrobacter methylotrophus	species	121291
Arthrobacter nasiphocae	species	189863
Arthrobacter pigmenti	species	271432
Arthrobacter psychrolactophilus	species	92442
Arthrobacter ramosus	species	1672
Arthrobacter sp.	species	1667
Arthrobacter sp. 'SMCC ZAT031'	species	110650
Arthrobacter sp. 'SMCC ZAT255'	species	110655
Arthrobacter sp. 00768	species	518679
Arthrobacter sp. 20/2	species	369952
Arthrobacter sp. 4-2	species	697366
Arthrobacter sp. 41	species	697370
Arthrobacter sp. 42AMA	species	1162247
Arthrobacter sp. ARTH-CATE1	species	755990
Arthrobacter sp. BJ-18	species	660208
Arthrobacter sp. BJC16-A34	species	1234828
Arthrobacter sp. BJQ-36	species	544305
Arthrobacter sp. BM-Y	species	580583
Arthrobacter sp. Bt 43	species	330240
Arthrobacter sp. C9I5	species	990423
Arthrobacter sp. CCGE3076	species	578252
Arthrobacter sp. D40w	species	1208547
Arthrobacter sp. F7	species	644415
Arthrobacter sp. FB24	species	290399
Arthrobacter sp. FMS_60mD7	species	1463577
Arthrobacter sp. H-125	species	1345727
Arthrobacter sp. H21(2013)	species	1312963
Arthrobacter sp. IARI-L-99	species	1131161
Arthrobacter sp. KFC-41	species	431748
Arthrobacter sp. KFC-95	species	431755
Arthrobacter sp. LM27(2011)	species	989996
Arthrobacter sp. LV10R520-3	species	1415564
Arthrobacter sp. LW23	species	698024
Arthrobacter sp. M3-4	species	929108
Arthrobacter sp. MH-129	species	423353
Arthrobacter sp. Mn5-7	species	948078
Arthrobacter sp. NB1	species	997362
Arthrobacter sp. NIO-1057	species	993071
Arthrobacter sp. P-124	species	413538
Arthrobacter sp. RE 50	species	936199
Arthrobacter sp. RE 64	species	936204
Arthrobacter sp. S49	species	907184
Arthrobacter sp. SO6-4	species	937658
Arthrobacter sp. T12B12	species	680671
Arthrobacter sp. T2-4	species	929109
Arthrobacter sp. tsz11	species	647838
Arthrobacter sp. WF41	species	1391500
Arthrobacter sp. YUST-DW20	species	876158
Arthrobacter sp. YUST-DW8	species	876159
Arthrobacter sp. ZM09	species	692882
Arthrobacter sp. ZY010	species	525579
Arthrobacter sp. ZZ3	species	1016965
Arthrobacter tumbae	species	163874
Arthrospira fusiformis	species	54297
Arthrospira platensis	species	118562
Arthrospira sp. NMG	species	632894
Arthrospira sp. TJSD	species	632895
Asaccharobacter celatus	species	394340
Asaccharospora irregularis	species	29359
Asprobacter aquaticus	species	1348470
Asteroleplasma anaerobium	species	2153
Asticcacaulis biprosthecium	species	76891
Asticcacaulis endophyticus	species	1395890
Asticcacaulis excentricus	species	78587
Asticcacaulis solisilvae	species	1217274
Asticcacaulis sp. d41(2011)	species	943378
Asticcacaulis sp. d5(2011)	species	943379
Asticcacaulis sp. ECN-2008	species	501877
Asticcacaulis sp. VA7	species	753099
Asticcacaulis sp. YBE204	species	1282363
Atopobium deltae	species	1393034
Atopobium minutum	species	1381
Atopobium parvulum	species	1382
Atopobium rimae	species	1383
Atopobium sp. BS2	species	936550
Atopobium sp. canine oral taxon 418	species	1347142
Atopobium sp. DMCT15023	species	477268
Atopobium sp. F0209	species	519019
Atopobium sp. ICM42b	species	1190620
Atopobium sp. ICM57	species	936552
Atopobium sp. MVA9	species	1219586
Atopobium sp. S3MV24	species	1219587
Atopobium sp. S3MV26	species	1219588
Atopobium sp. S3PFAA1-4	species	1219589
Atopobium sp. S4-5	species	1219590
Atopobium sp. S4-A11a	species	1219591
Atopobium vaginae	species	82135
Atopococcus tabaci	species	269774
Atopostipes sp. 17.2 AW	species	1070097
Atopostipes suicloacalis	species	180295
Aurantimonas sp. 5B.1	species	929142
Aurantimonas sp. 5C.5	species	929143
Aurantimonas sp. E.plume	species	287751
Auraticoccus monumenti	species	675864
Aureimonas altamirensis	species	370622
Aureimonas ferruginea	species	1198454
Aureimonas jatrophae	species	1166073
Aureimonas phyllosphaerae	species	1166078
Aureimonas rubiginis	species	1198455
Aureimonas ureilytica	species	401562
Aureispira maritima	species	407844
Aureivirga marina	species	1182451
Auritidibacter sp. NML 120636	species	1308379
Austwickia chelonae	species	100225
Azoarcus sp. b303	species	503933
Azoarcus sp. BH72	species	62928
Azoarcus sp. GPTSA12	species	394063
Azoarcus sp. JMC-UBL 43	species	859294
Azoarcus sp. T	species	90060
Azoarcus sp. XQ1	species	551309
Azoarcus toluclasticus	species	92003
Azonexus caeni	species	266126
Azonexus fungiphilus	species	146940
Azonexus hydrophilus	species	418702
Azonexus sp. RV3	species	399344
Azorhizobium caulinodans	species	7
Azorhizobium oxalatiphilum	species	980631
Azorhizobium sp. 1-1	species	1118097
Azospira oryzae	species	146939
Azospira sp. AK33	species	1263964
Azospira sp. C4	species	940979
Azospirillum brasilense	species	192
Azospirillum doebereinerae	species	92933
Azospirillum halopraeferens	species	34010
Azospirillum lipoferum	species	193
Azospirillum sp.	species	34012
Azospirillum sp. B4	species	95605
Azospirillum sp. HME9443	species	1463388
Azospirillum sp. HY9(2010)	species	867650
Azospirillum sp. KAPS1	species	1247110
Azospirillum sp. PCP13	species	882726
Azospirillum sp. TS19	species	237273
Azospirillum sp. TSH58	species	664962
Azospirillum sp. TSO32-4	species	716775
Azospirillum sp. TSO35-2	species	716796
Azospirillum sp. YM 249	species	720625
Azospirillum sp. Z012	species	627496
Azospirillum thiophilum	species	528244
Azotobacter chroococcum	species	353
Azovibrio sp. PV1	species	399723
Bacillus aerius	species	293388
Bacillus amyloliquefaciens	species	1390
Bacillus aquimaris	species	189382
Bacillus asahii	species	228899
Bacillus badius	species	1455
Bacillus bataviensis	species	220685
Bacillus benzoevorans	species	1456
Bacillus beringensis	species	641660
Bacillus carboniphilus	species	86663
Bacillus cellulosilyticus	species	1413
Bacillus cereus	species	1396
Bacillus circulans	species	1397
Bacillus clausii	species	79880
Bacillus coagulans	species	1398
Bacillus daliensis	species	745820
Bacillus decolorationis	species	163879
Bacillus endophyticus	species	135735
Bacillus fastidiosus	species	1458
Bacillus firmus	species	1399
Bacillus flexus	species	86664
Bacillus foraminis	species	279826
Bacillus formosensis	species	1496044
Bacillus funiculus	species	137993
Bacillus gibsonii	species	79881
Bacillus ginsengihumi	species	363870
Bacillus graminis	species	735518
Bacillus hackensackii	species	210391
Bacillus halmapalus	species	79882
Bacillus herbersteinensis	species	283816
Bacillus horikoshii	species	79883
Bacillus horti	species	77523
Bacillus humi	species	263474
Bacillus hwajinpoensis	species	208199
Bacillus infernus	species	38072
Bacillus kochii	species	859143
Bacillus lentus	species	1467
Bacillus licheniformis	species	1402
Bacillus litoralis	species	152268
Bacillus luteolus	species	682179
Bacillus megaterium	species	1404
Bacillus mojavensis	species	72360
Bacillus nanhaiisediminis	species	688079
Bacillus niacini	species	86668
Bacillus oceanisediminis	species	665099
Bacillus oshimensis	species	290588
Bacillus panaciterrae	species	363872
Bacillus plakortidis	species	444060
Bacillus pocheonensis	species	363869
Bacillus pseudofirmus	species	79885
Bacillus psychrosaccharolyticus	species	1407
Bacillus pumilus	species	1408
Bacillus rhizosphaerae	species	866786
Bacillus safensis	species	561879
Bacillus salitolerans	species	1437434
Bacillus shackletonii	species	157838
Bacillus siralis	species	77777
Bacillus smithii	species	1479
Bacillus sp. 08EPH132a	species	868957
Bacillus sp. 115898	species	77779
Bacillus sp. 17D	species	381620
Bacillus sp. 1NLA3E	species	666686
Bacillus sp. 2+3	species	1316751
Bacillus sp. 269C92Y12	species	1366725
Bacillus sp. 27-1	species	127885
Bacillus sp. 2NLA3E	species	693002
Bacillus sp. 3424ABRRJ	species	998622
Bacillus sp. 3459CO2	species	1459252
Bacillus sp. 3EC3A1	species	489188
Bacillus sp. 401C7-3	species	857406
Bacillus sp. 5.5LF25T	species	501274
Bacillus sp. 7-16AIA	species	649833
Bacillus sp. 8A9N6	species	908524
Bacillus sp. 9-3AIA	species	649834
Bacillus sp. A-402	species	1342789
Bacillus sp. A12C6	species	908525
Bacillus sp. AA	species	412897
Bacillus sp. AB357d	species	983716
Bacillus sp. AB471d	species	983754
Bacillus sp. B-LS-TSA2	species	926654
Bacillus sp. B247Ydz-hn	species	510962
Bacillus sp. BA315	species	305578
Bacillus sp. BDT-113	species	699375
Bacillus sp. BJ-30	species	660214
Bacillus sp. BJC15-D19	species	1234009
Bacillus sp. BJC16-B5	species	1234830
Bacillus sp. BS25 HS-2008	species	516815
Bacillus sp. C-H-MA1	species	928579
Bacillus sp. CBMAI 1158	species	942519
Bacillus sp. CCBAU 10713	species	523342
Bacillus sp. CECRI-13/07	species	436305
Bacillus sp. CFM14	species	501276
Bacillus sp. CRRI 5	species	474986
Bacillus sp. CRRI-HN-7	species	1171033
Bacillus sp. CZb	species	441945
Bacillus sp. D-1	species	363622
Bacillus sp. D713	species	568889
Bacillus sp. D8	species	511207
Bacillus sp. DB160(2010)	species	864980
Bacillus sp. DB174(2010)	species	864994
Bacillus sp. DB95(2010)	species	865080
Bacillus sp. DHT-33	species	699383
Bacillus sp. DL006	species	664902
Bacillus sp. DS16 HS-2008	species	516828
Bacillus sp. DSL09-2	species	876830
Bacillus sp. DU171(2010)	species	865159
Bacillus sp. DU192(2010)	species	865180
